B1200,B2000,B6000,B6300,B6700,B6800,B6900,FH,SLQ12200,SLQ6000
7.454256780086286,8.173173822589026,7.263144482813499,6.143380386538206,6.639563819057652,9.168495912732551,5.242135215488271,7.938753488368466,6.148331494772067,8.196816222606278
6.989797575509865,7.7782836987988055,7.396291098257463,5.554668010021262,5.976185637037998,8.055218384368734,5.320378191392812,7.142780485832572,5.957066627164681,6.7548530239240545
7.3149923176888745,8.330719865075121,6.662222915027545,7.053496025613827,7.111116442666121,9.711710370179219,6.107928759533705,7.5804258619821026,5.255362747429955,7.187216745903111
6.88043936539821,6.742517169744661,7.138201175943053,5.585979350871618,6.379717361394693,8.581750242926164,5.786984343798935,6.498518187028935,5.377496693082059,5.913227233579915
6.269998524087338,6.461348956451321,7.063452670004369,5.1938675530108895,5.819125565859212,7.548212147139969,4.969459859022916,7.011373371758939,4.523818167466302,8.386836585941925
5.544319043525165,6.4958072497499675,6.60122426720852,4.4386796245945455,6.189431642226117,7.596093152206819,4.646276008687648,5.442006206959606,4.5427059681310515,7.333068671393754
6.296444875771685,7.111310722987447,6.551973942205501,5.702150668545852,6.843150490424266,7.62292761402658,5.871301684293419,6.510223987155661,5.7912609081501225,7.529493367407733
8.62740274895019,8.319599615382426,7.78417445029284,7.297009424476192,7.410607987000704,9.953615218718681,5.235808281953089,8.110792766158662,6.094790362570282,7.4890493949173145
7.44601989961464,6.854106823805976,6.523634202746213,5.995204962380909,6.623435163118967,7.82810993272312,5.823055843118117,7.633176603446058,4.266362907871502,6.245734998840244
7.690771982587126,8.647603802204447,8.291202123678648,5.728530051040329,8.40015503659052,9.277463764867969,7.222232953835185,8.70982202895523,5.381738505761685,8.264244372027743
5.80584644254719,7.265917063364988,7.6874866226670315,4.6444600734185695,5.874114428312604,8.581818733638881,4.686084601887439,5.9307607116810965,4.289728937302246,6.769605993560286
6.218398672229805,6.702388974989284,7.401982330313969,5.410348209964488,6.430442523439741,7.169322014362699,5.515288369861643,6.243285081353989,3.7390271862217728,7.052331650161087
6.7069678495262535,6.772906091843784,6.835258280295139,4.608123659782432,6.680018233810513,7.595680849084924,4.9023665255255855,5.98290666580767,4.776324230968142,6.678758940524909
8.529056523607728,8.50154441778098,7.7044185144990776,7.208285412494238,7.173750350282575,10.0,5.650048153735276,8.769958252159029,5.684275113194381,8.522113733136395
6.808424483431211,7.328318762064496,8.209862725282495,5.028041897760384,5.4634801538141815,9.28713741847944,5.798765521920545,7.02555790956452,5.110001426525035,6.947610624153727
7.646780089499455,8.094701714698024,8.51637424694192,5.277510853733488,6.745833684928325,7.620729799083106,5.695611359251418,8.135432759048017,5.081270672440356,7.582456311342709
7.4536201348731135,6.779316038086432,7.800591758610315,6.11811170653108,7.824558928916612,8.910653439636109,5.493185301865061,7.234445964974,5.922786612567362,6.97202324627241
7.561412079663201,7.718599472996122,8.464488083050838,5.736661053862709,6.866001986867317,8.148926341532121,6.475053082030992,8.679684887679006,6.15793338324172,8.15846937347832
7.1471329721783095,8.025208488022031,8.109496774722668,5.737237144256078,7.195521974666914,8.636898008950414,5.99965963518067,7.949430425201288,6.333957288459854,7.057344433084728
7.97960217929824,9.225625080565687,8.835792776490123,6.333379455873496,7.95501655963847,10.0,6.580705983701061,8.862045476933066,5.538921314335906,8.420759795387928
8.142529734863436,8.458547351718433,9.111364366106365,6.82031278286536,7.510311242321141,9.068359100021594,5.690215844394155,8.082159351929864,5.660142328799791,8.036096418842757
7.027503509469657,9.067740462838904,7.857311025748334,6.2940137700887755,7.357950754894825,8.79070787933198,6.778360711016191,8.91300443025947,6.245807217835175,8.858126468129075
7.912651173028111,7.432977233439306,7.065656809582116,5.568934866084815,6.7907954702109885,8.820778106293943,6.334178202271297,7.841587943797643,5.984760333093737,7.54777677708554
7.351938807329935,7.379141302652657,8.69231170610861,6.043253596752551,6.218255825437748,9.439900994999146,6.1233082025665695,7.8843114580384155,5.312542559339209,7.174786084324825
7.105567629820384,7.578234578499155,6.618951000103989,6.120017639661415,6.487308699983931,8.185443259975145,5.952030404891253,5.637952585691295,6.200610371245858,6.7363749898030765
8.27351197532931,8.431284721226577,7.988302166018046,5.113554939862346,6.441417552099041,10.0,6.57599810085863,7.4778357348847395,6.744253789107905,8.33472850977736
8.347864646221495,7.990992197635076,7.247124825157434,5.664629336127146,7.675405210144139,9.237108643621744,6.211323799144362,7.955044769250119,5.851573474388372,7.695984821310616
7.253028717124256,6.161204634448462,6.759249639379978,5.355824396827117,6.230085369596914,8.0657548799246,4.711288775305657,6.477072997366953,4.692378408654919,7.126902052556474
7.496622028612964,5.875374871897436,7.09181140732309,5.983981991834815,6.698404569855691,8.263413839715545,4.378003075091591,7.1217624904938885,5.569964539801166,7.3895454782967835
6.25758876085537,7.530570541485503,7.799388583925725,4.898887058157826,6.534693143468286,8.457280027877719,5.059010263424578,6.928937652197673,3.7628241200580232,8.052715273996661
7.845624750970876,8.160717075941895,8.091685380316786,6.76214073229994,7.6378866182832255,9.284820329685541,6.283510887282708,8.402920283027854,5.956703444688361,8.354699654825117
7.900135204140255,7.221764312304223,7.496634022195284,4.6484814477050005,7.729109244456442,9.374961364763575,6.397010136363369,7.448236086512704,6.289018294764079,7.788958080870175
7.007691081520555,8.06813139301932,7.036109913277398,5.174332921949638,6.339129963230942,8.877630567458224,5.948575607113462,7.367169900383082,5.092976670988433,7.221339398445984
7.808692356873063,7.967447369762926,7.664977353004909,6.419598987545444,7.7499834711159865,10.0,6.362033075934538,8.810048550608187,6.306162385310988,8.156006995780144
6.761599191191522,7.374125260179586,6.627721944259853,4.485067825173127,7.2193774733832985,7.422287388631014,5.26939551267186,7.462711752419013,5.1613168286160995,7.299227979091569
9.762199597652515,8.457091646777153,8.9499387929444,6.64684962736221,8.045544500618277,10.0,7.251250858237862,8.431694794006626,6.368151494451363,9.278855981928233
6.989154795834583,8.215693026648102,8.39952629120723,5.969184848526965,6.750655056001191,8.049339670501665,6.428912486948415,8.479940208951861,5.524882212494244,8.45166409702457
8.616015039966172,8.031490988095744,8.466126102830925,7.038581484453645,8.626631960442534,10.0,5.837651645336964,9.11828682981172,6.0857456324172166,8.722034573339108
7.589192873302303,8.366748063003643,7.292352464305721,5.899589082375406,7.616921122872359,9.438731033972239,5.607595452605051,9.008808770029459,5.979747843251979,8.634675917976923
8.03823243308093,7.727418337927983,7.851520543083539,5.691789988891406,7.478863338952735,9.049505851807282,6.340659378277818,6.935387426908717,5.1114601105036,8.395087121607341
6.729524020424732,7.4390680472001645,7.18635106707125,6.020373131148607,6.656114267574777,6.730499322894808,5.944525957627308,7.683206099121248,5.647246474085425,7.779747048574129
8.324019370929879,7.534791742330246,7.592706988913199,5.827358553055409,6.860667597310348,9.944221987291911,5.788134503131847,7.636954072546928,5.577980991534642,8.102737093669422
8.388848960063072,8.236902655269116,6.983199671621438,5.5176539734937045,7.249615601256171,8.213879951671453,4.7663924871589085,8.250604074507883,5.737119849344513,7.807117740526964
7.349489457004578,6.336777063124297,7.2780504356201225,5.828546993743282,6.744109567841201,8.083082752257178,5.616567753451907,7.9631269537351175,5.346188311028229,6.692127677180637
7.940401432995602,7.623549044421366,6.898341822407394,5.951956274167342,7.483353576497478,8.127151996560377,6.249986264177479,8.761356063205302,5.740270893933644,9.130918944068629
8.047914409586278,7.703693099627915,8.076231588938601,5.301662564187054,6.701420006449249,8.819515298006118,5.427911369976377,8.176301222970034,5.933153515677285,7.6181505702004415
6.877960661521148,7.831977001983334,6.0350373638711545,5.329790689355104,5.791226497221346,7.2529603470676856,5.064007697274824,6.8044596469666345,5.247420008499582,6.433517384982504
6.899422371677218,6.145405662387493,6.213277444795155,4.106148564426455,6.354964023289451,8.246174896758188,5.020741168111357,7.6983927263084775,4.7401003082956095,5.397850291570387
7.430639300106998,7.6985497301158246,9.072627682866736,6.3196123749071065,5.835113485578359,9.208301628817365,5.401266958081563,7.652277663797046,5.107024633458105,8.023074353519938
6.487675598625225,6.573365741207224,6.904012917049856,5.4544410131452175,6.386000332874231,7.230114694430332,5.493575525318026,6.814384515750758,4.968720281463425,6.656073509172968
6.276786058718444,7.7820450598285165,7.254587346951212,7.13170088793504,7.540274693690956,8.407851745929742,5.417639661768516,7.951886629705965,5.834761017687205,6.727780737817955
6.293623539994875,6.4261088817362175,6.597471765234913,4.977854525291816,6.1950671787076645,8.090766003026697,5.647680378576423,7.136215770339591,3.4825216068086693,7.049262876084504
7.665433457493924,7.297546280457413,7.535982622071746,6.90679743409752,7.032900000248115,8.561720782807017,5.206256008659386,7.476014525589997,4.170765884712805,7.081138200225791
6.415637079165384,7.213490539232888,7.648812503404733,5.652388521329058,7.394965636594241,8.070877538807004,4.511455391147123,7.368772601417937,5.171254064093502,7.343757588323626
9.28786962530425,8.688735039595374,7.483002389558465,7.026454483710548,8.135656236873922,10.0,6.462013137387653,9.02381595131375,7.474683211509382,7.819453613536752
4.862877933210051,6.243117349115503,6.015674771416869,4.213794842733421,4.581660504737165,5.787603770793322,4.204726061990656,4.57323259008291,4.677646799635397,6.507637540387055
7.088027310223404,6.55842149017612,7.3150609559537205,5.711952642657339,6.4733912359898635,8.598326938711327,5.609676397882674,6.640303512340933,5.482061211530384,7.220211033635581
6.614217677559625,6.872615758377075,7.287854245346618,5.613217887766032,5.583227938612048,8.201983371491412,5.222139292383986,6.426383170249554,5.247339795826567,7.133523950450442
7.155238760947638,6.667172637300581,7.294234868822589,5.577201036045702,6.808794133067432,8.59377008940639,6.107975853433577,7.551814222898092,5.624488938033449,7.416623247268789
6.292376778309475,7.338936514685816,7.059219586025066,5.1530730998399,6.955929695557696,7.44340395178348,4.455307951541549,5.821281060542673,5.07543418590667,6.690390901385437
8.19175101526952,8.496258013752685,8.547165908306662,6.198906687486663,7.814676619661186,10.0,7.038148428750544,8.486105705365532,5.664201466267946,8.97558943912532
6.5874304274922855,6.580227013594525,7.383210915441296,5.336299727721216,6.811593359923152,8.495976427203589,6.344894385045157,7.507234177247258,6.120405646228151,7.097159946167241
7.253161073845104,7.873773887925387,8.128812883602446,6.487562026836224,7.154056361778993,9.335419130108436,6.325206044795675,7.938312115543296,6.87436309290345,7.786797105049598
7.2761609050455665,8.671724029579964,8.779888905628372,7.38598073410049,7.395069645544127,9.617647733333209,6.322988674275976,8.313850718665371,6.013286238695129,9.318820010579671
6.601480463702889,7.903302034521445,8.771280844765126,5.638902260485642,7.139641438991466,8.145391683846157,5.818157263715614,7.126858365299675,6.877744506477125,7.733099261295516
6.229674147413216,6.385945202107063,6.931889732223398,5.03732707269627,5.347226133153429,6.797363204005324,3.66774449077958,6.297423500767653,4.621554341622537,6.036738561803042
6.071823866716119,7.213296321736051,6.95806614861465,6.033694226322974,6.1739275303690775,7.625193682605138,5.165925034698196,7.437775526799241,5.16700784236033,7.020033126457286
8.196729097722733,8.274960053995143,7.951043494621946,7.208432838449329,8.269801009220753,9.43291323494843,6.751980442972961,8.235384323299195,5.828632829353599,8.197104242151438
6.441633163801667,8.030493696081647,7.533436066996153,6.510976278970163,6.443538000758947,8.149515995547842,5.307372963265377,7.283263574299376,5.680102712366893,8.332878353264856
6.990021662333962,9.185629389807243,8.067497698832232,5.8842148640781575,6.752748914003773,8.971444172076286,6.094739692743733,7.94884617646326,5.332518895318303,8.26574126510874
6.931847215169118,7.653809614739023,6.720809900029697,5.847988793628826,6.439834646501419,8.067341594685889,5.2792568209009545,7.553861860751427,5.566687945456248,7.97235221358071
7.254275881045491,8.593347649041714,7.617611221672273,6.301855791893332,7.574409751362637,8.65750794343327,5.338643625438198,8.274626620064142,5.043800176917862,7.499080800443023
8.48737975904996,8.238465637804298,7.737299208465464,6.062849133271847,8.434975324677701,10.0,7.1299046814642315,9.228314034991769,6.115852449605899,8.02781573201078
6.440965729931108,6.072569087020703,5.401722335478633,3.9632340469728073,5.936398280204371,6.723604885908539,4.7233257359764655,6.769584011490274,4.062887668460696,6.0420301371454075
6.104322647510868,7.708419350625622,7.798953258986496,6.105424526354157,6.338280724707034,8.760621534261382,5.147388568487944,7.170893081750094,5.6306504823129995,7.212242071658069
7.694646315578526,8.13623108331067,8.027953976500093,5.59350832215137,8.070208893698437,9.051534964133854,6.80340530753256,7.884339721719446,5.377636131711925,8.371702375965194
6.2127858119190265,7.491748516294946,6.855871030548466,6.62780447042751,6.6200642429341485,9.132212443898068,5.722178033148655,7.299841193335288,4.966734130654078,6.854923342870101
9.115288110797822,8.837713876354155,7.490504134253141,6.208091958657372,7.951880166600984,9.641279702213456,5.785281400175986,8.222674938325111,5.92133888801459,7.382822139957917
7.2819782622904565,8.334545209295406,8.98752092226253,6.235640199399364,6.152525937040655,7.867274160427156,6.2120885433912925,7.297235797881123,4.739527762073793,8.622378433493976
7.690109830125682,7.870919196856903,8.45090536841647,6.200684299898688,8.748654514189658,9.740510760833056,6.627027583145065,7.37510125973485,6.401727060653532,9.65593143687799
7.783810006503212,8.18270395008334,7.545644727441471,5.820847646267293,7.449913625658774,9.71613664966421,6.33400272789763,7.769868080359087,5.5561085664278425,8.405357167554829
5.793402947468592,6.666762683449237,6.79622487699352,5.304044868848198,6.294307517697327,6.683885114886795,4.384363074666063,7.180597730625967,4.526049162431088,7.437211612594755
9.7209860436048,9.186894461469596,8.911093255765902,6.674221779791916,9.601276382155838,10.0,6.594285092016582,8.302947470281634,7.201982186565779,8.974557046456098
8.058995820993191,8.606504563140835,7.783299419960869,6.053960932841174,7.426675792940579,9.394997558729353,6.015717319853719,8.912615020583656,6.44654960372091,7.575483927851291
8.148428465700338,8.575442103643505,8.899911349112053,6.145288274589652,8.28053581648289,9.37784563350917,6.975313133521424,8.536653946228547,5.702960271811222,7.941107828950615
6.001964005154343,7.02673534540168,6.581414838959523,4.8421968326360165,6.193619520243804,7.647777256885525,5.800141947655369,5.927784493455801,4.87662369717237,6.78741123042234
8.09692897517618,7.370781498152056,7.784516083473864,5.488608788732599,6.3974492066648905,8.440657144809668,6.3145775181355805,7.6776232006442005,6.327294253799535,7.601757893348111
8.73507575195193,9.15628908357009,9.070833506981863,7.69614302618144,8.735918168062684,9.781972909358325,5.832698486987854,8.8590932389265,6.254753616012685,8.647956143847653
5.487473977270285,6.30272927541725,6.0514762611977275,4.8981685861479045,5.979461231094113,7.91176534855335,4.556475550265819,6.9112218204149825,4.157606138243347,5.706799939251453
7.593680664364365,8.316596184054932,9.32106422113829,6.302686869409127,8.157783975336445,9.628472262141464,6.245059002453757,7.7363941375069265,6.557141124639871,8.82237329161102
7.7908137619939515,7.1479039711288515,7.932011300308685,6.358848920011482,7.082869991611034,8.548832528678636,5.424300169757799,7.988805266869282,6.23098150179807,8.084879671721959
9.101789304857405,9.076290258240427,8.583447121060575,6.363573894506609,7.896315295687984,10.0,6.811960980626495,8.783277885701624,5.4702727423852,8.241355800018038
7.85643675988827,7.0259665763119745,7.050649277724032,6.072581125055952,6.000206084226004,9.936719914113272,6.391547815700122,8.425473811982533,6.07966242432996,8.109905366846409
8.322129911459731,8.390720134027749,7.51312576011397,6.3959709747995355,7.281648718417193,9.228515316511983,6.252128021738866,8.136185086785993,5.910035323822987,7.689566874801981
6.206438183880161,7.334676188286922,7.502320436903244,6.393595072371177,6.095796583911407,8.500831156269564,5.5983245147508605,7.779723099644579,4.8970049900112205,7.455016586012201
6.010342514964878,8.095303817391585,7.485646825220223,5.999558341355173,6.5767307452292165,9.143126735610531,5.96954145731254,7.285837358886034,5.2116599783626825,7.852631458095295
7.468669227854626,7.989925329678179,8.066879299298062,5.933619749922397,7.756088730575827,9.195560249174804,6.250977917622965,7.061729340457788,6.294493649811645,7.355004345947988
7.10301377122202,7.758153694918132,7.973801912584548,6.1599870111946124,7.878255663814081,8.867568220094165,5.572299318528763,7.087903056170097,5.663862482750954,8.05622387037763
7.2151425645282075,8.256039620353242,8.544937224845643,6.2440380962497635,7.239032480079402,9.557934540209931,5.6563988286171885,7.539269169344572,5.056248800836122,7.41709950000143
9.000752504235301,8.975624927544098,8.285170506002716,6.753170615366735,7.207959279755609,9.38654303944923,7.46557569340706,8.41035097800086,6.485584760573925,8.091778447983318
7.4901270023944795,6.695460265150871,6.321813237539679,4.9653925263302865,7.268307115047236,8.06884753998824,5.4208385973458295,7.268559142282604,4.366664478734789,6.959547606909785
6.419122710362061,7.534363643188326,7.444730824350344,6.330301987265858,6.3027453364370825,7.761964273018753,6.08232701399126,7.95045066213183,4.442799383805744,8.117391372699213
8.922744767122225,7.687201244231534,7.518714782191252,6.573126839512125,7.37476291915343,10.0,6.6585613804641275,8.435794648958968,6.7325735184829085,6.829841989145503
6.699007006483858,7.600364328933444,6.473300303279528,6.029282775372444,5.808980819398256,7.249743518412171,5.911927371234168,7.283318691576315,4.807456930315096,6.980821287277861
6.913308924460935,7.1472530940555865,7.590015583472269,4.899794079558024,6.926700731277367,7.491254218565669,5.002840640692414,6.113358039724812,4.958516028490875,7.384537117624318
5.93077019326231,8.057019396113496,7.464043518545362,4.978796745705267,6.3296500250584184,7.920812575847271,5.845308899340356,6.6078347231481525,5.492524779168939,7.856625884111885
7.188966935119068,6.6159610277017755,7.13161574505134,6.170311249505929,6.711819607378961,8.615388527323095,5.858015179032778,7.410781118269786,5.827288391303185,7.725320166186351
8.595199908430905,7.240169475577219,7.267200089970012,6.446423243524539,7.197897358095675,9.049965466859469,6.165494217687475,8.350480323412146,5.909363943019147,7.8685252099700165
7.257338597009919,8.470997998836255,7.874772137233437,6.302451266272682,7.523333435174165,8.341143401789022,5.6411950982126635,7.084054046185651,5.183933080776849,7.762143608097396
8.041503090032219,7.42000493919488,7.087194085078763,5.525998580908838,6.13920703987108,8.40401481055013,6.715829443956175,7.6510840713242905,5.390762561905464,7.826921555665397
6.5783880595040305,7.645861627983228,8.906078069847629,5.265916483982525,6.525434559094192,8.073390676220312,6.3121418402796285,7.202835048210731,4.544544848381815,7.477077900190678
6.108342286731908,6.8206580938046875,5.7575757279252855,4.974048210347443,5.368226238883439,7.315080249074266,4.12923289825783,5.8311584776723215,5.362526932771941,6.663271253855835
7.937464826496549,7.796640785147244,6.409391283805646,6.812768279783205,7.313353740110103,8.044565464009167,5.973939796543863,6.3860311657789985,4.7575553476421,7.850226299996268
7.8103960841805185,8.411817544866325,6.972374995015955,7.141911939928397,7.169188539899252,10.0,6.281834197116278,8.099929787112414,5.7948362547429975,7.940411630411173
6.358609056605755,6.0914680975744835,6.462075740748325,4.709356544160875,5.917621789829354,7.532581136161375,4.493260860549877,6.098959895348834,3.5381119952843605,7.105966677496404
7.257365908884612,7.333194973371395,7.164976642517725,5.76400900103836,6.748123376830784,8.892951575669917,6.048481154921492,8.1910787144988,6.485493165802435,7.313584720725325
6.3899598604989984,7.158550054467374,7.011713303980547,5.434769304523865,6.137206050689763,8.09712246822882,5.339262530998883,6.519546917269667,4.835434410635053,6.935952286708725
7.292451102896852,7.017539953901859,8.051007041058288,6.1509831734904035,7.169979179477728,8.342087751026284,5.412195655034346,7.788963688170853,5.572320339679666,7.202582742816572
7.361639017546107,6.973931268661033,7.245447025321004,5.928133060317081,6.141730846094643,6.992581313456095,4.294417750456303,6.196201716989087,4.8978822197928436,7.173973167770262
8.422393898880541,7.923210568439738,8.132103421183526,5.772718217018939,6.9516072024479545,10.0,6.307178245770893,7.9310564279263716,5.6473415839363685,8.111072397850904
8.313136753498604,8.825857402353677,8.134800276194733,6.582067916926328,8.338339642508299,10.0,6.9012620247132075,8.162511551667807,6.33319885295159,9.287133811419334
8.031691778530348,9.445244028073144,7.55942084446329,6.149729541856928,7.093280675366713,9.59810018745232,6.973032298280576,7.957690906086371,4.54107677911068,7.918058240852358
8.309154503968314,7.499170623172078,6.2337376364003365,6.007417612899737,6.19046316640179,7.966612031699486,4.963523559693474,7.659075348056593,5.07995650793536,6.6616659621441485
8.136949604825515,7.253788639693552,7.966661622472958,6.226695490526973,7.792822309471302,9.429877921791416,5.336740646457838,8.87578308513465,6.46707443953202,7.965919768433362
6.720095545839703,6.363996702127933,6.753989210249199,6.43826228701641,7.0400401071505785,8.129420740522932,6.2088173338719,7.901952185989333,6.066577707664026,6.63936226184577
6.107947252400125,6.075107152682321,6.1802007040262135,4.309091698788382,5.001920109089117,6.653252922097239,4.995924596852738,5.899349238757476,5.250568344652121,6.693938013348327
7.300222410759676,7.846279820123481,7.666022461314092,4.952437904583911,5.693042804601661,8.111465386363365,6.317880097509206,7.008970832828553,4.92249270134984,7.030623733081636
8.243350820731159,8.300745113159572,7.552013802463673,5.794117828484841,7.140317271892474,8.826843451881437,5.860147323111039,8.979327769099765,6.064013750412867,7.4204152591286086
6.145336492266354,7.230038332598003,7.050549569563093,5.2596754335334985,5.866854296757318,7.192064767075509,5.820028643258868,8.091554380628112,6.56365545261712,7.945678022551144
8.357030911858903,7.836565549968458,8.075749193730347,6.772245340861217,7.890448927626797,9.760571250604446,7.049252653199411,8.306543895211677,5.209169338572359,8.352917502899295
6.194075385261653,6.796144431538553,6.406577119305833,4.886760102555805,5.712833590482324,7.517740220188155,4.756238838929145,5.542448359426218,4.603334820345624,5.975184179491825
5.950030450408289,6.581749440873082,7.14948411796139,5.664421916875422,5.927956585423214,7.154603582953586,5.145604209703789,6.234152920690588,3.6024724300107978,7.170165455187374
7.581607225643379,8.888029534886696,8.009226897851503,5.83424301881123,6.610021118295051,9.05136794295203,5.496217696334772,8.028229476727244,5.525823201208046,9.140821631175339
7.463807740850267,7.4881222316006815,8.08590333679176,6.231063557336332,6.626543940003032,9.987698210418449,5.154096508883198,6.980778159209695,5.8768488948823085,8.360124095881446
8.08346549916452,7.850280363162348,7.875248562275292,5.831070672182686,7.122862580367077,9.507682288217541,6.29073060293452,7.819742305024656,5.864597564552281,8.151250249127129
7.9004882307620825,7.529660259590636,7.256210157872903,6.910475220385093,7.117136296364408,7.900668652871216,5.9062220224639725,6.5218699001053615,4.638711333394506,8.15043175059316
5.923135493439549,7.643952027903546,6.757756395684373,5.9324484733465885,6.011963580243576,7.779172995709821,5.895005148277328,7.144277743750687,5.812908324159784,6.141037508674929
7.232929544787103,8.637124066399753,6.541782280405221,5.706615127802842,6.510177434175911,8.904856447271193,6.098644806088201,7.174698237440275,4.166472242205344,7.751592909482348
6.364778208876573,7.506725102846685,9.406276785975194,5.7560392926892066,5.558682428220964,7.5909258044317145,4.647186628854419,7.925544336012823,5.293871992917021,7.711817760698738
6.976611859696568,8.240501295839925,8.13464732182964,6.1226010938488376,7.150282220673515,9.045944165880814,5.882494955259266,8.809638382481522,6.379311102309183,8.221127817140463
7.314026621502725,6.620488319136245,7.478958922063873,4.799992828595999,6.607193565560732,7.864794720675804,4.7375539805898255,7.184429713673727,5.0562224139777765,7.6676940719564195
6.216219408337757,5.956470959071295,6.814022466601429,4.834338995323716,6.36686211799997,5.384366723907663,5.326085248196364,6.920490706459542,3.748996882726534,6.883794332916766
5.646276639007594,6.55534682581417,6.9183357124325084,4.969997935439785,6.892312573273695,7.612166913260069,5.001429576635392,6.060837414305023,4.4482487177819126,7.6962218809467995
8.820439567170073,8.46505559650172,8.512878488504315,6.937754857706539,8.368138560974746,8.838894339943021,6.486801928631658,8.057854968889766,5.98088218306372,7.767514032282851
3.980120803987841,6.148853147339997,6.031638447693278,5.2130107945449335,5.120090369840714,6.962316031036141,5.168551956923283,5.890516054343754,4.1340533168813005,6.41800648147301
7.398360180605692,5.931593219184918,7.192672651789238,5.168146815276431,6.027674100660486,7.851499953829603,4.9407862897041035,6.82947161966777,5.111795641270018,6.793812257134498
7.849868876872201,8.518903222389762,8.345415609951798,6.350711782160464,8.078865516221464,9.747434611761115,6.872739897532613,8.684763040424448,6.4075061636162065,9.575674131647439
8.410827233803422,7.678292290496586,7.214753708640868,5.166917092836285,6.592777699490011,9.136495992833348,6.555029950098971,7.853725281860222,4.729536926671157,6.723760383067679
7.800804664872399,8.482438997610984,7.719636239623272,6.814143210910314,7.515787959313974,9.947040057018222,6.606996874863583,7.64967447439172,5.474337693728888,8.117313814316441
7.318864810265541,6.26081007516855,6.164946708734091,5.2216233001594174,6.931709776464048,8.588004229063463,4.5518301723895895,7.952054478852995,5.2806973122432925,7.056542128467459
7.104972304553736,7.477053826319906,8.313211120517405,6.412262828415162,6.7302161011266985,9.116030591036631,5.701252926220864,7.137792809636438,5.474138720809502,7.893447947832814
8.611645232968524,9.063616362306572,7.5901088744458685,6.742322784044871,7.523970399601304,9.694562813863016,6.12308396713456,8.890895624200073,5.228355981435355,7.826488426192533
7.496780286483844,6.232820894255274,7.44323331650674,5.220862791032834,6.220543718365919,6.9873714787665895,5.190085664666651,6.608767356319495,4.968633076131796,7.392392111276249
6.446118093966664,6.910903945402105,7.693468316665548,6.360412444362326,6.125662780948561,7.5228741492625355,4.594769090579035,6.97790294079984,5.384870633679516,7.476328541989177
7.952666573814709,9.108692258362211,8.481530253029588,6.543055153932078,6.6047527837016204,9.184068985455923,5.213954225644019,7.434011347075949,5.786178003357847,7.75971172425786
5.7950414810466935,6.505301067590909,6.473090135409686,6.107074024033542,7.29693784931692,7.391065832967948,6.116815141987167,7.005405957015096,6.17090834143508,7.521126884203081
9.247214232450549,8.69092641332705,8.318364000163651,6.567403840546232,8.085576494811688,9.378295859684274,5.31353254608421,8.657691634937185,6.600675516586808,8.48781460688553
